start,size,total_stores,zero_values,max_value,min_value,stack_trace
0xf983660,94854,31755,31,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xf9e4860,94854,27785,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfa1e740,94854,28643,24,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfa58620,94854,31506,31,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfa92500,94854,30597,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfacc3e0,94854,31713,69,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfb38620,94854,23017,20,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfb72500,94854,31500,4,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfbac3e0,94854,27250,7,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfbe62c0,94854,26402,32,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfc201a0,94854,31506,23,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfc5a080,94854,15306,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfcc62c0,94854,34426,5,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfd55110,94854,35068,34,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfdf3fb0,94854,10802,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfe0b280,94854,26442,46,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfe45160,94854,31488,36,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfe7f040,94854,11358,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfeaff50,94854,20975,46,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xfee9e30,94854,28947,21,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xff01100,94854,15814,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xff32010,94854,22791,26,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xff7b640,94854,31761,34,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xffc4c70,94854,33817,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10030eb0,94854,31600,67,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1006ad90,94854,22877,12,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x100a4c70,94854,15733,42,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x100deb50,94854,15866,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1015e250,94854,15798,3,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x101f3fb0,94854,15927,81,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10250aa0,94854,15461,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x102be200,94854,15748,22,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x102f80e0,94854,14897,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1031eb00,94854,15813,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1038ad40,94854,15840,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x103e7830,94854,15862,55,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10421710,94854,15800,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1045b5f0,94854,15766,12,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x104b80e0,94854,15930,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10514bd0,94854,15580,58,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1054eab0,94854,15891,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x105ae790,94854,15625,4,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x105d51b0,94854,11557,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x105ec480,94854,15672,9,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x106586c0,94854,15483,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x1067f0e0,94854,15763,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x106dbbd0,94854,15869,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10725200,94854,15910,3,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10781cf0,94854,15659,4,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x107bbbd0,94854,15883,40,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0x10832300,94854,15760,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
