start,size,total_stores,zero_values,max_value,min_value,stack_trace
0xdcab280,142280,11244,37,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdce5160,142280,7036,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdd1f040,142280,2034,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdd4c140,142280,1044,3,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdd9f040,142280,4764,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xddc1c50,142280,10542,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdde4860,142280,4723,4,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xde1e740,142280,4688,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xde41350,142280,4354,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xde7b230,142280,108,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xde9de40,142280,5944,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xded7d20,142280,2002,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdf0a080,142280,5143,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdf2cc90,142280,10262,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdf66b70,142280,5534,10,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdfa0a50,142280,5216,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xdfea080,142280,8827,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe03dba0,142280,9036,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe077a80,142280,9105,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe09a690,142280,5159,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe0e3cc0,142280,6261,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe1068d0,142280,8751,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe1407b0,142280,2791,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe17a690,142280,5696,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe1b6310,142280,10109,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe1d8f20,142280,271,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe1fbb30,142280,12564,9,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe245160,142280,18854,62,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe298c80,142280,8240,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe2bb890,142280,11805,65,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe32b8e0,142280,3078,14,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe34e4f0,142280,9635,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe3883d0,142280,842,4,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe3c22b0,142280,7697,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe3e4ec0,142280,4632,8,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe41eda0,142280,3508,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe4419b0,142280,6819,10,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe48afe0,142280,4142,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe4adbf0,142280,3598,16,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe4e7ad0,142280,8118,35,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe5219b0,142280,11217,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe5445c0,142280,9487,33,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe5671d0,142280,10450,7,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe59f040,142280,21436,1,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe5d8f20,142280,9889,23,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe612e00,142280,12067,15,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe64cce0,142280,12115,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe66f8f0,142280,10294,0,3.23786e-319,5e-324,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe692500,142280,9231,67,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
0xe6dbb30,142280,12806,5,3.23786e-319,0,==319==    at 0x483E743: operator new[](unsigned long) (vg_replace_malloc.c:729) ==319==    by 0x1CC6D8: newlist (ComputeNonbondedUtil.h:51) ==319==    by 0x1CC6D8: ComputeNonbondedUtil::calc_pair_energy(nonbonded*) (ComputeNonbondedBase.h:1099) ==319==    by 0x10BB5D: PairCompute::doWork(PatchList*) (Compute.C:115) ==319==    by 0x10CB28: ComputeList::runComputes(PatchList*) (ComputeList.C:76) ==319==    by 0x10AA13: main (spec_namd.C:189)
